sample	ST	NewST	Contamination	arcc	aroe	glpf	gmk	pta	tpi	yqil	CC	ref	collection
SRR5250193	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250194	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250195	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250196	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250197	6		NA	12	4	1	4	12	1	3	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250198	45~	Novel ST	NA	10	14	675	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250199	106		NA	3	1	14	15	11	43	3	101	NoCloseReference	young2017
SRR5250200	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250201	573		NA	1	1	1	1	12	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250202	291		NA	3	37	19	2	20	26	32	398	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC398_SO385.dna	young2017
SRR5250203	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250204	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250205	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250206	101		NA	3	1	14	15	11	19	3	101	NoCloseReference	young2017
SRR5250207	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250208	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250209	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250210	30~	Unknown	NA	2	2	2~	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250211	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250212	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250213	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250214	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250215	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250216	573		NA	1	1	1	1	12	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250217	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250218	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250219	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250220	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250221	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250222	25		NA	4	1	4	1	5	5	4	25	NoCloseReference	young2017
SRR5250223	45		NA	10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250224	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250225	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250226	101		NA	3	1	14	15	11	19	3	101	NoCloseReference	young2017
SRR5250227	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250228	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250229	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250230	34		NA	8	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250231	7		NA	5	4	1	4	4	6	3	7	NoCloseReference	young2017
SRR5250232	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250233	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250234	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250235	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250236	1224		NA	19	23	15	2	19	20	136	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250237	1535		NA	13	13	1	1	81	11	13	15	NoCloseReference	young2017
SRR5250238	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250239	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250240	101		NA	3	1	14	15	11	19	3	101	NoCloseReference	young2017
SRR5250241	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250242	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250243	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250244	45		NA	10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250245	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250246	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250247	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250248	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250249	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250250	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250251	106		NA	3	1	14	15	11	43	3	101	NoCloseReference	young2017
SRR5250252	573		NA	1	1	1	1	12	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250253	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250254	30~	Unknown	NA	2	2	2~	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250255	772		NA	1	1	1	1	22	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250256	30~	Unknown	NA	2	2	2~	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250257	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250258	34		NA	8	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250259	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250260	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250261	37		NA	2	2	2	2	15	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250262	109		NA	3	27	1	1	1	1	10	130	NoCloseReference	young2017
SRR5250263	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250264	34		NA	8	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250265	30~	Unknown	NA	2	2	2~	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250266	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250267	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250268	97		NA	3	1	1	1	1	5	3	97	NoCloseReference	young2017
SRR5250269	101		NA	3	1	14	15	11	19	3	101	NoCloseReference	young2017
SRR5250270	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250271	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250272	1~	Unknown	NA	358~	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250273	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250274	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250275	37		NA	2	2	2	2	15	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250276	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250277	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250278	45		NA	10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250279	45		NA	10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250280	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250281	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250282	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250283	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250284	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250285	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250286	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250287	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250288	30~	Unknown	NA	2	2	2~	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250289	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250290	45~	Unknown	NA	10	14~	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250291	189		NA	28	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250292	2255		NA	13	13	1	174	12	11	13	15	NoCloseReference	young2017
SRR5250293	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250294	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250295	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250296	239		NA	2	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250297	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250298	37		NA	2	2	2	2	15	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250299	398		NA	3	35	19	2	20	26	39	398	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC398_SO385.dna	young2017
SRR5250300	34		NA	8	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250301	789		NA	3	4	1	4	4	6	3	7	NoCloseReference	young2017
SRR5250302	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250303	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250304	45		NA	10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250305	291		NA	3	37	19	2	20	26	32	398	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC398_SO385.dna	young2017
SRR5250306	30~	Unknown	NA	2	2	2~	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250307	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250308	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250309	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250310	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250311	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250312	188		NA	3	1	1	8	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250313	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250314	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250315	7		NA	5	4	1	4	4	6	3	7	NoCloseReference	young2017
SRR5250316	1224		NA	19	23	15	2	19	20	136	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250317	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250318	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250319	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250320	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250321	37		NA	2	2	2	2	15	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250322	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250323	772		NA	1	1	1	1	22	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250324	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250325	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250326	1~	Unknown	NA	358~	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250327	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250328	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250329	45		NA	10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250330	1413		NA	6	5	6	2	162	14	5	121	NoCloseReference	young2017
SRR5250331	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250332	189		NA	28	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250333	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250334	88		NA	22	1	14	23	12	4	31	88	NoCloseReference	young2017
SRR5250335	772		NA	1	1	1	1	22	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250336	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250337	291		NA	3	37	19	2	20	26	32	398	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC398_SO385.dna	young2017
SRR5250338	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250339	291		NA	3	37	19	2	20	26	32	398	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC398_SO385.dna	young2017
SRR5250340	1413		NA	6	5	6	2	162	14	5	121	NoCloseReference	young2017
SRR5250341	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250342	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250343	45		NA	10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250344	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	young2017
SRR5250345	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250346	3434		NA	1	1	457	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250347	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250348	54		NA	10	14	8	13	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250349	291		NA	3	37	19	2	20	26	32	398	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC398_SO385.dna	young2017
SRR5250350	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250351	2255		NA	13	13	1	174	12	11	13	15	NoCloseReference	young2017
SRR5250352	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250353	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250354	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250355	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250356	45		NA	10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	young2017
SRR5250357	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250358	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250359	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250360	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250361	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250362	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250363	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250364	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250365	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250366	239		NA	2	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250367	88		NA	22	1	14	23	12	4	31	88	NoCloseReference	young2017
SRR5250368	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	young2017
SRR5250369	34		NA	8	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250370	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
SRR5250371	6		NA	12	4	1	4	12	1	3	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250372	573		NA	1	1	1	1	12	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250373	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250374	101		NA	3	1	14	15	11	19	3	101	NoCloseReference	young2017
SRR5250375	573		NA	1	1	1	1	12	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	young2017
SRR5250376	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250377	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	young2017
SRR5250378	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	young2017
SRR5250379	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	young2017
SRR5250380	582		NA	13	13	1	1	12	10	13	15	NoCloseReference	young2017
SRR5250381	39		NA	2	2	2	2	2	2	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	young2017
