chromosome	TU_Id_mader2016	TU_strand_mader2016	TU_start_mader2016	TU_end_mader2016	TU_length_mader2016	TU_locus_tags_mader2016	TU_gene_names_mader2016	TU_ClcortreeUA_mader2016	TU_cds_length_mader2016	locus_tags_product_gff	locus_tags_type_gff	locus_tags_start_gff	locus_tags_end_gff	locus_tags_strand_gff	locus_tags_snpEff_locus_ids	TU_promoter_Id_mader2016	TU_promoter_start_mader2016	TU_promoter_end_mader2016	TU_promoter_length_mader2016
NCTC8325	U694	-1	1290734	1291309	576	new_1291017_1291309_-1, SAOUHSC_01349	S565, NA	UA93	297	-;conserved hypothetical protein	-;CDS	-;1290719	-;1291016	-;-1	-;CDS_NCTC8325_1290720_1291016	U694_promoter_200bp	1291309	1291509	200
NCTC8325	U695	-1	1290768	1292042	1275	SAOUHSC_01350, new_1291311_1291391_-1, new_1291017_1291309_-1, SAOUHSC_01349	plsY, S566, S565, NA	UA3	906	conserved hypothetical protein;-;-;conserved hypothetical protein	CDS;-;-;CDS	1291391;-;-;1290719	1292000;-;-;1291016	-1;-;-;-1	CDS_NCTC8325_1291392_1292000;-;-;CDS_NCTC8325_1290720_1291016	U695_promoter_200bp	1292042	1292242	200
NCTC8325	U696	1	1292140	1298325	6186	new_1292140_1292205_1, SAOUHSC_01351, SAOUHSC_01352, new_1296625_1296848_1, SAOUHSC_01354	S567, parE, parC, S568, alsT	UA3	5855	-;DNA topoisomerase IV, B subunit;DNA topoisomerase IV, A subunit;-;sodium:alanine symporter family protein, putative	-;CDS;CDS;-;CDS	-;1292205;1294196;-;1296848	-;1294197;1296599;-;1298309	-;1;1;-;1	-;CDS_NCTC8325_1292206_1294197;CDS_NCTC8325_1294197_1296599;-;CDS_NCTC8325_1296849_1298309	U696_promoter_200bp	1291940	1292140	200
NCTC8325	U697	1	1296625	1298325	1701	new_1296625_1296848_1, SAOUHSC_01354	S568, alsT	UA103	1461	-;sodium:alanine symporter family protein, putative	-;CDS	-;1296848	-;1298309	-;1	-;CDS_NCTC8325_1296849_1298309	U697_promoter_200bp	1296425	1296625	200
NCTC8325	U698	1	1298606	1300994	2389	new_1298606_1298808_1, SAOUHSC_01356, SAOUHSC_01357, SAOUHSC_01358	S569, glcT, NA, NA	UA224	2195	-;transcriptional antiterminator;conserved hypothetical protein;conserved hypothetical protein	-;CDS;CDS;CDS	-;1298808;1299634;1299794	-;1299660;1299802;1301003	-;1;1;1	-;CDS_NCTC8325_1298809_1299660;CDS_NCTC8325_1299635_1299802;CDS_NCTC8325_1299795_1301003	U698_promoter_200bp	1298406	1298606	200
NCTC8325	U699	1	1301294	1301436	143	new_1301294_1301437_1	S570	UA3	0	-	-	-	-	-	-	U699_promoter_200bp	1301094	1301294	200
NCTC8325	U700	1	1301439	1303986	2548	SAOUHSC_01359	fmtC	UA3	2523	conserved hypothetical protein	CDS	1301483	1304006	1	CDS_NCTC8325_1301484_1304006	U700_promoter_200bp	1301239	1301439	200
NCTC8325	U701	1	1304786	1305839	1054	new_1304785_1304854_1, SAOUHSC_01361	S573, msrR	UA3	984	-;transcriptional regulator, putative	-;CDS	-;1304854	-;1305838	-;1	-;CDS_NCTC8325_1304855_1305838	U701_promoter_200bp	1304586	1304786	200
NCTC8325	U702	-1	1304147	1304816	670	new_1304719_1304810_-1, SAOUHSC_01360, new_1304105_1304208_-1	S572, msrA2, S571	UA135	510	-;peptide methionine sulfoxide reductase;-	-;CDS;-	-;1304208;-	-;1304718;-	-;-1;-	-;CDS_NCTC8325_1304209_1304718;-	U702_promoter_200bp	1304816	1305016	200
NCTC8325	U703	1	1305890	1306026	137	-	-	UA101	0	-	-	-	-	-	-	U703_promoter_200bp	1305690	1305890	200
NCTC8325	U704	-1	1305898	1306154	257	SAOUHSC_01362	dmpI	UA225	186	4-oxalocrotonate tautomerase, putative	CDS	1305925	1306111	-1	CDS_NCTC8325_1305926_1306111	U704_promoter_200bp	1306154	1306354	200
NCTC8325	U705	1	1306226	1310123	3898	SAOUHSC_01363, new_1307522_1308880_1, SAOUHSC_01365, new_1309987_1310160_1	NA, S575, NA, S576	UA226	2295	conserved hypothetical protein;-;conserved hypothetical protein;-	CDS;-;CDS;-	1306258;-;1308913;-	1307521;-;1309945;-	1;-;1;-	CDS_NCTC8325_1306259_1307521;-;CDS_NCTC8325_1308914_1309945;-	U705_promoter_200bp	1306026	1306226	200
NCTC8325	U706	-1	1307683	1308600	918	-	-	UA93	0	-	-	-	-	-	-	U706_promoter_200bp	1308600	1308800	200
NCTC8325	U707	1	1308882	1310361	1480	SAOUHSC_01365, new_1309987_1310160_1, new_1310162_1310400_1	NA, S576, S577	UA148	1032	conserved hypothetical protein;-;-	CDS;-;-	1308913;-;-	1309945;-;-	1;-;-	CDS_NCTC8325_1308914_1309945;-;-	U707_promoter_200bp	1308682	1308882	200
NCTC8325	U708	1	1309987	1310378	392	new_1309987_1310160_1, new_1310162_1310400_1	S576, S577	UA168	0	-;-	-;-	-;-	-;-	-;-	-;-	U708_promoter_200bp	1309787	1309987	200
NCTC8325	U709	1	1316838	1316957	120	new_1316872_1316967_1	S578	UA227	0	-	-	-	-	-	-	U709_promoter_200bp	1316638	1316838	200
NCTC8325	U710	1	1316872	1319609	2738	new_1316872_1316967_1, new_1316969_1317075_1, SAOUHSC_01373, SAOUHSC_01374	S578, S579, femA, femB	UA12	2523	-;-;methicillin resistance factor, FemA, putative;methicillin resistance factor, putative	-;-;CDS;CDS	-;-;1317075;1318356	-;-;1318338;1319616	-;-;1;1	-;-;CDS_NCTC8325_1317076_1318338;CDS_NCTC8325_1318357_1319616	U710_promoter_200bp	1316672	1316872	200
NCTC8325	U711	1	1316969	1319609	2641	new_1316969_1317075_1, SAOUHSC_01373, SAOUHSC_01374	S579, femA, femB	UA3	2523	-;methicillin resistance factor, FemA, putative;methicillin resistance factor, putative	-;CDS;CDS	-;1317075;1318356	-;1318338;1319616	-;1;1	-;CDS_NCTC8325_1317076_1318338;CDS_NCTC8325_1318357_1319616	U711_promoter_200bp	1316769	1316969	200
NCTC8325	U712	1	1320271	1321037	767	SAOUHSC_01375	NA	UA3	768	conserved hypothetical protein	CDS	1320298	1321066	1	CDS_NCTC8325_1320299_1321066	U712_promoter_200bp	1320071	1320271	200
NCTC8325	U713	-1	1321130	1321668	539	new_1321588_1321668_-1, SAOUHSC_01376	S580, NA	UA228	474	-;conserved hypothetical protein	-;CDS	-;1321113	-;1321587	-;-1	-;CDS_NCTC8325_1321114_1321587	U713_promoter_200bp	1321668	1321868	200
NCTC8325	U714	-1	1321674	1322966	1293	SAOUHSC_01377	opp-2F	UA12	702	oligopeptide ABC transporter, ATP-binding protein, putative	CDS	1321710	1322412	-1	CDS_NCTC8325_1321711_1322412	U714_promoter_200bp	1322966	1323166	200
NCTC8325	U715	-1	1325295	1325671	377	SAOUHSC_01382	NA	UA229	345	conserved hypothetical protein	CDS	1325277	1325622	-1	CDS_NCTC8325_1325278_1325622	U715_promoter_200bp	1325671	1325871	200
NCTC8325	U716	1	1325787	1327650	1864	SAOUHSC_01383	NA	UA3	1815	conserved hypothetical protein	CDS	1325826	1327641	1	CDS_NCTC8325_1325827_1327641	U716_promoter_200bp	1325587	1325787	200
NCTC8325	U717	-1	1325295	1325804	510	new_1325673_1325805_-1, SAOUHSC_01382	S581, NA	UA3	345	-;conserved hypothetical protein	-;CDS	-;1325277	-;1325622	-;-1	-;CDS_NCTC8325_1325278_1325622	U717_promoter_200bp	1325804	1326004	200
NCTC8325	U718	-1	1327743	1332403	4661	SAOUHSC_01389, SAOUHSC_01388, SAOUHSC_01387, SAOUHSC_01386, SAOUHSC_01385, SAOUHSC_01384	pstS, NA, PstC, pstA, pstB, phoU	UA230	4431	phosphate ABC transporter, periplasmic phosphate-binding protein, putative;hypothetical protein;conserved hypothetical protein;phosphate ABC transporter, permease protein, putative;phosphate ABC transporter ATP-binding protein, putative;PhoU family, putative	CDS;CDS;CDS;CDS;CDS;CDS	1331362;1331231;1330245;1329326;1328428;1327780	1332346;1331339;1331172;1330244;1329280;1328422	-1;-1;-1;-1;-1;-1	CDS_NCTC8325_1331363_1332346;CDS_NCTC8325_1331232_1331339;CDS_NCTC8325_1330246_1331172;CDS_NCTC8325_1329327_1330244;CDS_NCTC8325_1328429_1329280;CDS_NCTC8325_1327781_1328422	U718_promoter_200bp	1332403	1332603	200
NCTC8325	U719	-1	1333353	1334267	915	SAOUHSC_01391	cvfB	UA57	903	conserved hypothetical protein	CDS	1333317	1334220	-1	CDS_NCTC8325_1333318_1334220	U719_promoter_200bp	1334267	1334467	200
NCTC8325	U720	1	1334314	1336235	1922	SAOUHSC_01392, new_1335969_1336266_1	NA, S583	UA3	1602	ABC transporter, ATP-binding protein, putative;-	CDS;-	1334366;-	1335968;-	1;-	CDS_NCTC8325_1334367_1335968;-	U720_promoter_200bp	1334114	1334314	200
NCTC8325	U721	1	1336546	1345075	8530	new_1336546_1336770_1, SAOUHSC_01394, SAOUHSC_01395, SAOUHSC_01396, SAOUHSC_01397, SAOUHSC_01398, new_1341482_1341582_1, SAOUHSC_01399, SAOUHSC_01400, SAOUHSC_01401	S584, lysC, asd, dapA, dapB, dapD, S585, NA, alr2, lysA	UA7	7990	-;aspartokinase II, putative;aspartate-semialdehyde dehydrogenase;dihydrodipicolinate synthase;dihydrodipicolinate reductase;2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase, putative;-;conserved hypothetical protein;alanine racemase, putative;diaminopimelate decarboxylase	-;CDS;CDS;CDS;CDS;CDS;-;CDS;CDS;CDS	-;1336827;1338096;1339087;1340001;1340720;-;1341582;1342738;1343813	-;1338033;1339086;1339975;1340694;1341440;-;1342734;1343824;1345079	-;1;1;1;1;1;-;1;1;1	-;CDS_NCTC8325_1336828_1338033;CDS_NCTC8325_1338097_1339086;CDS_NCTC8325_1339088_1339975;CDS_NCTC8325_1340002_1340694;CDS_NCTC8325_1340721_1341440;-;CDS_NCTC8325_1341583_1342734;CDS_NCTC8325_1342739_1343824;CDS_NCTC8325_1343814_1345079	U721_promoter_200bp	1336346	1336546	200
NCTC8325	U723	1	1343698	1345075	1378	SAOUHSC_01401	lysA	UA3	1266	diaminopimelate decarboxylase	CDS	1343813	1345079	1	CDS_NCTC8325_1343814_1345079	U723_promoter_200bp	1343498	1343698	200
NCTC8325	U724	-1	1345848	1346239	392	new_1346118_1346239_-1, SAOUHSC_01403, new_1345816_1345916_-1	S588, cspA, S587	UA232	201	-;cold shock protein, putative;-	-;CDS;-	-;1345916;-	-;1346117;-	-;-1;-	-;CDS_NCTC8325_1345917_1346117;-	U724_promoter_200bp	1346239	1346439	200
NCTC8325	U725	-1	1345168	1346646	1479	SAOUHSC_01405, new_1346118_1346239_-1, SAOUHSC_01403, new_1345816_1345916_-1, SAOUHSC_01402, new_1345115_1345318_-1	NA, S588, cspA, S587, msa, S586	UA3	912	conserved hypothetical protein;-;cold shock protein, putative;-;conserved hypothetical protein;-	CDS;-;CDS;-;CDS;-	1346287;-;1345916;-;1345318;-	1346596;-;1346117;-;1345720;-	-1;-;-1;-;-1;-	CDS_NCTC8325_1346288_1346596;-;CDS_NCTC8325_1345917_1346117;-;CDS_NCTC8325_1345319_1345720;-	U725_promoter_200bp	1346646	1346846	200
NCTC8325	U726	1	1346724	1348900	2177	SAOUHSC_01406, SAOUHSC_01407, SAOUHSC_01408, new_1348845_1348947_1	acyP, NA, NA, S589	UA233	2037	acylphosphatase;conserved hypothetical protein;conserved hypothetical protein;-	CDS;CDS;CDS;-	1346758;1347046;1347707;-	1347028;1347676;1348844;-	1;1;1;-	CDS_NCTC8325_1346759_1347028;CDS_NCTC8325_1347047_1347676;CDS_NCTC8325_1347708_1348844;-	U726_promoter_200bp	1346524	1346724	200
NCTC8325	U727	-1	1349860	1351237	1378	SAOUHSC_01411	braB	UA3	1344	branched-chain amino acid transport system II carrier protein	CDS	1349855	1351199	-1	CDS_NCTC8325_1349856_1351199	U727_promoter_200bp	1351237	1351437	200
NCTC8325	U728	-1	1349877	1355385	5509	SAOUHSC_01415, SAOUHSC_01414, new_1354169_1354295_-1, SAOUHSC_01413, SAOUHSC_01412, new_1351239_1351423_-1, SAOUHSC_01411	NA, NA, S591, NA, NA, S590, braB	UA148	5065	conserved hypothetical protein;conserved hypothetical protein;-;conserved hypothetical protein;conserved hypothetical protein;-;branched-chain amino acid transport system II carrier protein	CDS;CDS;-;CDS;CDS;-;CDS	1354527;1354295;-;1353323;1351423;-;1349855	1355337;1354631;-;1354115;1353310;-;1351199	-1;-1;-;-1;-1;-;-1	CDS_NCTC8325_1354528_1355337;CDS_NCTC8325_1354296_1354631;-;CDS_NCTC8325_1353324_1354115;CDS_NCTC8325_1351424_1353310;-;CDS_NCTC8325_1349856_1351199	U728_promoter_200bp	1355385	1355585	200
NCTC8325	U729	-1	1355385	1360051	4667	SAOUHSC_01418, SAOUHSC_01416, new_1355835_1355916_-1, new_1355387_1355833_-1	sucA, sucB, S593, S592	UA36	4068	2-oxoglutarate dehydrogenase, E1 component;2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase;-;-	CDS;CDS;-;-	1357198;1355916;-;-	1359997;1357185;-;-	-1;-1;-;-	CDS_NCTC8325_1357199_1359997;CDS_NCTC8325_1355917_1357185;-;-	U729_promoter_200bp	1360051	1360251	200
NCTC8325	U730	-1	1360145	1362613	2469	new_1362293_1362553_-1, SAOUHSC_01420, SAOUHSC_01419, new_1360103_1360280_-1	S595, arlR, arlS, S594	UA125	2012	-;DNA-binding response regulator, putative;conserved hypothetical protein;-	-;CDS;CDS;-	-;1361632;1360280;-	-;1362292;1361636;-	-;-1;-1;-	-;CDS_NCTC8325_1361633_1362292;CDS_NCTC8325_1360281_1361636;-	U730_promoter_200bp	1362613	1362813	200
NCTC8325	U731	1	1362874	1363707	834	new_1362874_1363048_1, new_1363050_1363769_1	S596, S597	UA234	0	-;-	-;-	-;-	-;-	-;-	-;-	U731_promoter_200bp	1362674	1362874	200
NCTC8325	U732	-1	1363035	1365585	2551	new_1365302_1365585_-1, SAOUHSC_01425, SAOUHSC_01424, SAOUHSC_01423	S598, NA, murG, NA	UA3	2196	-;conserved hypothetical protein;UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase;conserved hypothetical protein	-;CDS;CDS;CDS	-;1364791;1363709;1363078	-;1365301;1364780;1363693	-;-1;-1;-1	-;CDS_NCTC8325_1364792_1365301;CDS_NCTC8325_1363710_1364780;CDS_NCTC8325_1363079_1363693	U732_promoter_200bp	1365585	1365785	200
NCTC8325	U733	-1	1365704	1367234	1531	SAOUHSC_01427	ctpA	UA159	1491	conserved hypothetical protein	CDS	1365700	1367191	-1	CDS_NCTC8325_1365701_1367191	U733_promoter_200bp	1367234	1367434	200
NCTC8325	U734	-1	1365704	1367319	1616	new_1367236_1367319_-1, SAOUHSC_01427	S599, ctpA	UA3	1491	-;conserved hypothetical protein	-;CDS	-;1365700	-;1367191	-;-1	-;CDS_NCTC8325_1365701_1367191	U734_promoter_200bp	1367319	1367519	200
NCTC8325	U735	1	1367728	1368127	400	-	-	UA235	0	-	-	-	-	-	-	U735_promoter_200bp	1367528	1367728	200
NCTC8325	U736	-1	1367387	1369105	1719	SAOUHSC_01432, SAOUHSC_01431, SAOUHSC_01430, SAOUHSC_01429	msrA2, msrB, crr, NA	UA236	1677	peptide methionine sulfoxide reductase;methionine sulfoxide reductase, putative;phosphotransferase system enzyme IIA, putative;conserved hypothetical protein	CDS;CDS;CDS;CDS	1368536;1368115;1367603;1367382	1369070;1368544;1368104;1367604	-1;-1;-1;-1	CDS_NCTC8325_1368537_1369070;CDS_NCTC8325_1368116_1368544;CDS_NCTC8325_1367604_1368104;CDS_NCTC8325_1367383_1367604	U736_promoter_200bp	1369105	1369305	200
NCTC8325	U737	-1	1367404	1371696	4293	SAOUHSC_01435, new_1370490_1370688_-1, SAOUHSC_01434, SAOUHSC_01433, SAOUHSC_01432, SAOUHSC_01431, SAOUHSC_01430, SAOUHSC_01429	thyA, S600, dfrA, NA, msrA2, msrB, crr, NA	UA137	3954	thymidylate synthase, putative;-;dihydrofolate reductase;conserved hypothetical protein;peptide methionine sulfoxide reductase;methionine sulfoxide reductase, putative;phosphotransferase system enzyme IIA, putative;conserved hypothetical protein	CDS;-;CDS;CDS;CDS;CDS;CDS;CDS	1370688;-;1370009;1369155;1368536;1368115;1367603;1367382	1371645;-;1370489;1369995;1369070;1368544;1368104;1367604	-1;-;-1;-1;-1;-1;-1;-1	CDS_NCTC8325_1370689_1371645;-;CDS_NCTC8325_1370010_1370489;CDS_NCTC8325_1369156_1369995;CDS_NCTC8325_1368537_1369070;CDS_NCTC8325_1368116_1368544;CDS_NCTC8325_1367604_1368104;CDS_NCTC8325_1367383_1367604	U737_promoter_200bp	1371696	1371896	200
NCTC8325	U738	-1	1367404	1374218	6815	SAOUHSC_01439, SAOUHSC_01438, SAOUHSC_01437, SAOUHSC_01436, new_1371698_1372034_-1, SAOUHSC_01435, new_1370490_1370688_-1, SAOUHSC_01434, SAOUHSC_01433, SAOUHSC_01432, SAOUHSC_01431, SAOUHSC_01430, SAOUHSC_01429	NA, NA, cvfC, NA, S601, thyA, S600, dfrA, NA, msrA2, msrB, crr, NA	UA1	5991	conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein;-;thymidylate synthase, putative;-;dihydrofolate reductase;conserved hypothetical protein;peptide methionine sulfoxide reductase;methionine sulfoxide reductase, putative;phosphotransferase system enzyme IIA, putative;conserved hypothetical protein	CDS;CDS;CDS;CDS;-;CDS;-;CDS;CDS;CDS;CDS;CDS;CDS	1373946;1373683;1372521;1372068;-;1370688;-;1370009;1369155;1368536;1368115;1367603;1367382	1374168;1373935;1373646;1372506;-;1371645;-;1370489;1369995;1369070;1368544;1368104;1367604	-1;-1;-1;-1;-;-1;-;-1;-1;-1;-1;-1;-1	CDS_NCTC8325_1373947_1374168;CDS_NCTC8325_1373684_1373935;CDS_NCTC8325_1372522_1373646;CDS_NCTC8325_1372069_1372506;-;CDS_NCTC8325_1370689_1371645;-;CDS_NCTC8325_1370010_1370489;CDS_NCTC8325_1369156_1369995;CDS_NCTC8325_1368537_1369070;CDS_NCTC8325_1368116_1368544;CDS_NCTC8325_1367604_1368104;CDS_NCTC8325_1367383_1367604	U738_promoter_200bp	1374218	1374418	200
NCTC8325	U739	-1	1374221	1374259	39	-	-	UA3	0	-	-	-	-	-	-	U739_promoter_200bp	1374259	1374459	200
NCTC8325	U740	1	1374321	1375488	1168	new_1374321_1374385_1, SAOUHSC_01440, new_1375091_1375533_1	S602, NA, S603	UA3	705	-;conserved hypothetical protein;-	-;CDS;-	-;1374385;-	-;1375090;-	-;1;-	-;CDS_NCTC8325_1374386_1375090;-	U740_promoter_200bp	1374121	1374321	200
NCTC8325	U741	1	1375587	1375998	412	SAOUHSC_01443	NA	UA3	402	conserved hypothetical protein	CDS	1375630	1376032	1	CDS_NCTC8325_1375631_1376032	U741_promoter_200bp	1375387	1375587	200
NCTC8325	U742	-1	1401540	1402101	562	-	-	UA196	0	-	-	-	-	-	-	U742_promoter_200bp	1402101	1402301	200
NCTC8325	U743	-1	1405059	1410297	5239	SAOUHSC_01452, new_1409038_1409131_-1, SAOUHSC_01451, SAOUHSC_01450, new_1406488_1406643_-1, SAOUHSC_01448	ald1, S606, ilvA1, NA, S605, norB	UA43	4875	alanine dehydrogenase;-;threonine dehydratase;conserved hypothetical protein;-;conserved hypothetical protein	CDS;-;CDS;CDS;-;CDS	1409131;-;1407996;1406643;-;1405095	1410250;-;1409037;1407966;-;1406487	-1;-;-1;-1;-;-1	CDS_NCTC8325_1409132_1410250;-;CDS_NCTC8325_1407997_1409037;CDS_NCTC8325_1406644_1407966;-;CDS_NCTC8325_1405096_1406487	U743_promoter_200bp	1410297	1410497	200
NCTC8325	U744	-1	1410703	1415189	4487	new_1415064_1415191_-1, SAOUHSC_01455, SAOUHSC_01454	S607, NA, NA	UA3	4320	-;conserved hypothetical protein;conserved hypothetical protein	-;CDS;CDS	-;1411622;1410724	-;1415063;1411603	-;-1;-1	-;CDS_NCTC8325_1411623_1415063;CDS_NCTC8325_1410725_1411603	U744_promoter_200bp	1415189	1415389	200
NCTC8325	U745	1	1415349	1416832	1484	SAOUHSC_01456, new_1416708_1416795_1	NA, S608	UA20	1341	conserved hypothetical protein;-	CDS;-	1415366;-	1416707;-	1;-	CDS_NCTC8325_1415367_1416707;-	U745_promoter_200bp	1415149	1415349	200
NCTC8325	U747	1	1419059	1419161	103	-	-	UA40	0	-	-	-	-	-	-	U747_promoter_200bp	1418859	1419059	200
NCTC8325	U748	-1	1416925	1420426	3502	SAOUHSC_01464, SAOUHSC_01463, SAOUHSC_01462, new_1418650_1419124_-1, new_1418475_1418648_-1, SAOUHSC_01460, new_1417246_1417328_-1, SAOUHSC_01459	NA, NA, gpsB, S611, S610, NA, S609, NA	UA224	2731	conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein;-;-;conserved hypothetical protein;-;conserved hypothetical protein	CDS;CDS;CDS;-;-;CDS;-;CDS	1420038;1419482;1419124;-;-;1417328;-;1416912	1420389;1420046;1419469;-;-;1418474;-;1417245	-1;-1;-1;-;-;-1;-;-1	CDS_NCTC8325_1420039_1420389;CDS_NCTC8325_1419483_1420046;CDS_NCTC8325_1419125_1419469;-;-;CDS_NCTC8325_1417329_1418474;-;CDS_NCTC8325_1416913_1417245	U748_promoter_200bp	1420426	1420626	200
NCTC8325	U749	1	1420775	1423734	2960	new_1420776_1420877_1, SAOUHSC_01466, SAOUHSC_01467	S612, recU, pbp2	UA3	2858	-;conserved hypothetical protein;penicillin-binding protein 2	-;CDS;CDS	-;1420877;1421551	-;1421555;1423735	-;1;1	-;CDS_NCTC8325_1420878_1421555;CDS_NCTC8325_1421552_1423735	U749_promoter_200bp	1420575	1420775	200
NCTC8325	U750	-1	1421566	1421685	120	-	-	UA101	0	-	-	-	-	-	-	U750_promoter_200bp	1421685	1421885	200
NCTC8325	U751	-1	1424218	1426021	1804	SAOUHSC_01470, SAOUHSC_01469, SAOUHSC_01468	NA, nth, NA	UA221	1678	conserved hypothetical protein;endonuclease III, putative;conserved hypothetical protein	CDS;CDS;CDS	1425295;1424646;1424300	1425982;1425306;1424642	-1;-1;-1	CDS_NCTC8325_1425296_1425982;CDS_NCTC8325_1424647_1425306;CDS_NCTC8325_1424301_1424642	U751_promoter_200bp	1426021	1426221	200
NCTC8325	U752	-1	1426292	1427650	1359	SAOUHSC_01471	asnC	UA3	1293	asparaginyl-tRNA synthetase,putative	CDS	1426309	1427602	-1	CDS_NCTC8325_1426310_1427602	U752_promoter_200bp	1427650	1427850	200
NCTC8325	U754	-1	1426309	1434553	8245	SAOUHSC_01476, new_1433949_1434188_-1, SAOUHSC_01475, new_1432700_1432805_-1, SAOUHSC_01474, SAOUHSC_01473, SAOUHSC_01472, SAOUHSC_01471	NA, S614, NA, S613, papS, birA, dinG, asnC	UA3	7507	conserved hypothetical protein;-;conserved hypothetical protein;-;conserved hypothetical protein;BirA bifunctional protein, putative;DnaQ family exonuclease/DinG family helicase, putative;asparaginyl-tRNA synthetase,putative	CDS;-;CDS;-;CDS;CDS;CDS;CDS	1434188;-;1432805;-;1431598;1430640;1427923;1426309	1434506;-;1433948;-;1432699;1431612;1430617;1427602	-1;-;-1;-;-1;-1;-1;-1	CDS_NCTC8325_1434189_1434506;-;CDS_NCTC8325_1432806_1433948;-;CDS_NCTC8325_1431599_1432699;CDS_NCTC8325_1430641_1431612;CDS_NCTC8325_1427924_1430617;CDS_NCTC8325_1426310_1427602	U754_promoter_200bp	1434553	1434753	200
NCTC8325	U755	-1	1434826	1435578	753	SAOUHSC_01477	NA	UA237	681	conserved hypothetical protein	CDS	1434842	1435523	-1	CDS_NCTC8325_1434843_1435523	U755_promoter_200bp	1435578	1435778	200
NCTC8325	U756	-1	1434826	1435665	840	SAOUHSC_01477	NA	UA3	681	conserved hypothetical protein	CDS	1434842	1435523	-1	CDS_NCTC8325_1434843_1435523	U756_promoter_200bp	1435665	1435865	200
NCTC8325	U757	-1	1442289	1445215	2927	SAOUHSC_01488, new_1444476_1444600_-1, SAOUHSC_01487, SAOUHSC_01486, new_1442803_1442911_-1, SAOUHSC_01485	NA, S617, ubiE, gerCC, S616, ndk	UA3	2553	conserved hypothetical protein;-;menaquinone biosynthesis methyltransferase, putative;heptaprenyl diphosphate syntase component II, putative;-;nucleoside diphosphate kinase, putative	CDS;-;CDS;CDS;-;CDS	1444600;-;1443872;1442911;-;1442370	1445173;-;1444475;1443856;-;1442802	-1;-;-1;-1;-;-1	CDS_NCTC8325_1444601_1445173;-;CDS_NCTC8325_1443873_1444475;CDS_NCTC8325_1442912_1443856;-;CDS_NCTC8325_1442371_1442802	U757_promoter_200bp	1445215	1445415	200
NCTC8325	U758	1	1445579	1445647	69	-	-	UA101	0	-	-	-	-	-	-	U758_promoter_200bp	1445379	1445579	200
NCTC8325	U759	-1	1445553	1445924	372	SAOUHSC_01490	hu	UA93	273	DNA-binding protein HU, putative	CDS	1445603	1445876	-1	CDS_NCTC8325_1445604_1445876	U759_promoter_200bp	1445924	1446124	200
NCTC8325	U760	-1	1445621	1448417	2797	SAOUHSC_01492, SAOUHSC_01491, new_1445926_1446046_-1, SAOUHSC_01490	engA, gpsA, S618, hu	UA3	2583	conserved hypothetical protein;glycerol-3-phosphate dehydrogenase, NAD-dependent, putative;-;DNA-binding protein HU, putative	CDS;CDS;-;CDS	1447061;1446046;-;1445603	1448372;1447045;-;1445876	-1;-1;-;-1	CDS_NCTC8325_1447062_1448372;CDS_NCTC8325_1446047_1447045;-;CDS_NCTC8325_1445604_1445876	U760_promoter_200bp	1448417	1448617	200
NCTC8325	U761	-1	1448426	1449809	1384	SAOUHSC_01493, new_1448419_1448574_-1	rpsA, S619	UA233	1176	30S ribosomal protein S1, putative;-	CDS;-	1448593;-	1449769;-	-1;-	CDS_NCTC8325_1448594_1449769;-	U761_promoter_200bp	1449809	1450009	200
NCTC8325	U762	-1	1445944	1450061	4118	new_1449811_1450025_-1, SAOUHSC_01493, new_1448419_1448574_-1, SAOUHSC_01492, SAOUHSC_01491, new_1445926_1446046_-1	S620, rpsA, S619, engA, gpsA, S618	UA189	3486	-;30S ribosomal protein S1, putative;-;conserved hypothetical protein;glycerol-3-phosphate dehydrogenase, NAD-dependent, putative;-	-;CDS;-;CDS;CDS;-	-;1448593;-;1447061;1446046;-	-;1449769;-;1448372;1447045;-	-;-1;-;-1;-1;-	-;CDS_NCTC8325_1448594_1449769;-;CDS_NCTC8325_1447062_1448372;CDS_NCTC8325_1446047_1447045;-	U762_promoter_200bp	1450061	1450261	200
NCTC8325	U763	1	1451176	1452175	1000	SAOUHSC_01497	ansA	UA3	969	L-asparaginase, putative	CDS	1451216	1452185	1	CDS_NCTC8325_1451217_1452185	U763_promoter_200bp	1450976	1451176	200
NCTC8325	U764	-1	1450415	1451180	766	new_1451033_1451180_-1, SAOUHSC_01496	S621, cmk	UA3	552	-;cytidylate kinase	-;CDS	-;1450480	-;1451032	-;-1	-;CDS_NCTC8325_1450481_1451032	U764_promoter_200bp	1451180	1451380	200
NCTC8325	U765	-1	1452319	1453316	998	SAOUHSC_01499	NA	UA3	987	conserved hypothetical protein	CDS	1452299	1453286	-1	CDS_NCTC8325_1452300_1453286	U765_promoter_200bp	1453316	1453516	200
NCTC8325	U766	-1	1453577	1455268	1692	new_1455149_1455268_-1, SAOUHSC_01501	S622, ebpS	UA131	1461	-;elastin binding protein	-;CDS	-;1453687	-;1455148	-;-1	-;CDS_NCTC8325_1453688_1455148	U766_promoter_200bp	1455268	1455468	200
